id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00658_c0	Isochorismate_c0	C10H8O6	-2	NTGWPRCCOQCMGE-YUMQZZPRSA-L	C=C(OC1C=CC=C(C(=O)[O-])C1O)C(=O)[O-]	-169.49	C00885	cpd00658
cpd00020_c0	Pyruvate_c0	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd02566_c0	2,3-Dihydroxy-2,3-dihydrobenzoate_c0	C7H7O4	-1	INCSWYKICIYAHB-WDSKDSINSA-M	O=C([O-])C1=CC=CC(O)C1O	-125.71	C04171	cpd02566
cpd11440_c0	fa6_c0	C16H31O2	-1			-64.07		cpd11440
cpd00018_c0	AMP_c0	C10H12N5O7P	-2	UDMBCSSLTHHNCD-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O	-257.85	C00020	cpd00018
cpd11441_c0	fa6coa_c0	C37H63N7O17P3S	-3			-764.96		cpd11441
cpd00023_c0	L-Glutamate_c0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025	cpd00023
cpd00084_c0	L-Cysteine_c0	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
cpd00015_c0	FAD_c0	C27H30N9O15P2	-3	IMGVNJNCCGXBHD-UYBVJOGSSA-K	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C	-515.07	C00016	cpd00015
cpd00130_c0	L-Malate_c0	C4H4O5	-2	BJEPYKJPYRNKOW-REOHCLBHSA-L	O=C([O-])CC(O)C(=O)[O-]	-201	C00149	cpd00130
cpd00032_c0	Oxaloacetate_c0	C4H2O5	-2	KHPXUQMNIQBQEV-UHFFFAOYSA-L	O=C([O-])CC(=O)C(=O)[O-]	-190.52	C00036	cpd00032
cpd00982_c0	FADH2_c0	C27H33N9O15P2	-2	YPZRHBJKEMOYQH-UYBVJOGSSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc([O-])nc([O-])c1N2	-538.18	C01352	cpd00982
cpd00533_c0	dCDP_c0	C9H13N3O10P2	-2	FTDHDKPUHBLBTL-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c([O-])n1	-513.54	C00705	cpd00533
cpd00356_c0	dCTP_c0	C9H13N3O13P3	-3	RGWHQCVHVJXOKC-SHYZEUOFSA-K	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c([O-])n1	-721.54	C00458	cpd00356
cpd00851_c0	trans-4-Hydroxy-L-proline_c0	C5H9NO3	0	PMMYEEVYMWASQN-DMTCNVIQSA-N	O=C(O)C1CC(O)CN1	-102.38	C01157	cpd00851
cpd02175_c0	cis-4-Hydroxy-D-proline_c0	C5H9NO3	0	PMMYEEVYMWASQN-QWWZWVQMSA-N	O=C(O)C1CC(O)CN1	-102.38	C03440	cpd02175
cpd00003_c0	NAD_c0	C21H26N7O14P2	-1	BAWFJGJZGIEFAR-NNYOXOHSSA-M	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	-529.59	C00003	cpd00003
cpd00314_c0	D-Mannitol_c0	C6H14O6	0	FBPFZTCFMRRESA-KVTDHHQDSA-N	OCC(O)C(O)C(O)C(O)CO	-225.44	C00392	cpd00314
cpd00004_c0	NADH_c0	C21H27N7O14P2	-2	BOPGDPNILDQYTO-NNYOXOHSSA-L	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1	-524.32	C00004	cpd00004
cpd00138_c0	D-Mannose_c0	C6H12O6	0	WQZGKKKJIJFFOK-PQMKYFCFSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00159	cpd00138
cpd00006_c0	NADP_c0	C21H25N7O17P3	-3	XJLXINKUBYWONI-NNYOXOHSSA-K	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1	-742.09	C00006	cpd00006
cpd00842_c0	(S)-3-Hydroxybutyryl-CoA_c0	C25H38N7O18P3S	-4	QHHKKMYHDBRONY-BEVJUKKNSA-J	CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C01144	cpd00842
cpd00005_c0	NADPH_c0	C21H26N7O17P3	-4	ACFIXJIJDZMPPO-NNYOXOHSSA-J	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1	-736.82	C00005	cpd00005
cpd00279_c0	Acetoacetyl-CoA_c0	C25H36N7O18P3S	-4	OJFDKHTZOUZBOS-CITAKDKDSA-J	CC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-812.61	C00332	cpd00279
cpd00083_c0	GDP-mannose_c0	C16H23N5O16P2	-2	MVMSCBBUIHUTGJ-GDJBGNAASA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)([O-])OP(=O)(O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2[nH]1	-673.08	C00096	cpd00083
cpd00900_c0	GDP-4-dehydro-D-rhamnose_c0	C16H21N5O15P2	-2	PNHLMHWWFOPQLK-BKUUWRAGSA-L	CC1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3cnc4c([O-])nc(=N)[nH]c43)C(O)C2O)C(O)C(O)C1=O	-630.29	C01222	cpd00900
cpd00179_c0	Maltose_c0	C12H22O11	0	VQHSOMBJVWLPSR-WUJBLJFYSA-N	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO	-383.92	C00208	cpd00179
cpd00027_c0	D-Glucose_c0	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00031	cpd00027
cpd00137_c0	Citrate_c0	C6H5O7	-3	KRKNYBCHXYNGOX-UHFFFAOYSA-K	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	-280.44	C00158	cpd00137
cpd00260_c0	Isocitrate_c0	C6H5O7	-3	ODBLHEXUDAPZAU-UHFFFAOYSA-K	O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]	-279.02	C00311	cpd00260
cpd00521_c0	dTDP-4-oxo-6-deoxy-D-glucose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-UCBTUHGZSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C11907	cpd00521
cpd00522_c0	dTDP-4-oxo-L-rhamnose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-LPVGZGSHSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C00688	cpd00522
cpd03113_c0	(S)-3-Hydroxyhexadecanoyl-CoA_c0	C37H62N7O18P3S	-4	DEHLMTDDPWDRDR-QQOJFMBSSA-J	CCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-801.19	C05258	cpd03113
cpd03114_c0	3-Oxopalmitoyl-CoA_c0	C37H60N7O18P3S	-4	NQMPLXPCRJOSHL-BBECNAHFSA-J	CCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-793.17	C05259	cpd03114
cpd11466_c0	Myristoyl-ACP_c0	C25H48N2O8PRS	-2				C05761	cpd11466
cpd01695_c0	Myristoyl-CoA_c0	C35H58N7O17P3S	-4	DUAFKXOFBZQTQE-QSGBVPJFSA-J	CCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-766.39	C02593	cpd01695
cpd11493_c0	ACP_c0	C11H22N2O7PRS	-2				C00229	cpd11493
cpd07923_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate_c0	C10H15N3O11P2	-2	RQKDPSTWKKMBPM-UHFFFAOYSA-L	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-550.18	C11038	cpd07923
cpd07924_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate_c0	C10H15N3O14P3	-3	DLHNIFPAUZVLLA-XLPZGREQSA-K	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-758.18	C11039	cpd07924
cpd08739_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienal_c0	C10H16O	0	KDMDLRXLBMMBSU-WEVVVXLNSA-N	C=C(CC=C(C)C=O)C(C)C	14.87	C11942	cpd08739
cpd08740_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	C10H15O2	-1	HZNKOKJSWBRPRJ-RMKNXTFCSA-M	C=C(CC=C(C)C(=O)[O-])C(C)C	-37.83	C11943	cpd08740
cpd17042_c0	DNA replication_c0	null	0					cpd17042
cpd11640_c0	H2_c0	H2	0	UFHFLCQGNIYNRP-UHFFFAOYSA-N	[HH]	4.2065	C00282	cpd11640
cpd15560_c0	Ubiquinone-8_c0	C49H74O4	0	ICFIZJQGJAJRSU-SGHXUWJISA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O	142.5	C17569	cpd15560
cpd00067_e0	H+_e0	H	1	GPRLSGONYQIRFK-UHFFFAOYSA-N	[H+]	-9.53	C00080	cpd00067
cpd15561_c0	Ubiquinol-8_c0	C49H76O4	0	LOJUQFSPYHMHEO-SGHXUWJISA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	120.8		cpd15561
cpd08289_c0	1-deoxy-D-xylulose5-phosphate_c0	C5H9O7P	-2	AJPADPZSRRUGHI-RFZPGFLSSA-L	CC(=O)C(O)C(O)COP(=O)([O-])[O-]	-357.27	C11437	cpd08289
cpd08449_c0	3-Amino-2-oxopropyl phosphate_c0	C3H7NO5P	-1	HIQNVODXENYOFK-UHFFFAOYSA-M	NCC(=O)COP(=O)([O-])O	-285.41	C11638	cpd08449
cpd00478_c0	Pyridoxine phosphate_c0	C8H10NO6P	-2	WHOMFKWHIQZTHY-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(CO)c1[O-]	-279.93	C00627	cpd00478
cpd00246_c0	Inosine_c0	C10H12N4O5	0	UGQMRVRMYYASKQ-KQYNXXCUSA-N	OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	-101.08	C00294	cpd00246
cpd00226_c0	HYXN_c0	C5H4N4O	0	FDGQSTZJBFJUBT-UHFFFAOYSA-N	Oc1ncnc2[nH]cnc12	23.12	C00262	cpd00226
cpd00475_c0	Ribose 1-phosphate_c0	C5H9O8P	-2	YXJDFQJKERBOBM-TXICZTDVSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C1O	-394.12	C00620	cpd00475
cpd03572_c0	(S)-3-Hydroxyisobutyryl-CoA_c0	C25H38N7O18P3S	-4	WWEOGFZEFHPUAM-UQCJFRAESA-J	CC(CO)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C06000	cpd03572
cpd00876_c0	3-Hydroxyisobutyrate_c0	C4H7O3	-1	DBXBTMSZEOQQDU-VKHMYHEASA-M	CC(CO)C(=O)[O-]	-121.55	C01188	cpd00876
cpd15688_c0	CDP-1,2-diisohexadecanoylglycerol_c0	C44H79N3O15P2	-2			-641.22		cpd15688
cpd15694_c0	Diisohexadecanoylphosphatidylserine_c0	C38H72NO10P	-2			-425.5		cpd15694
cpd00024_c0	2-Oxoglutarate_c0	C5H4O5	-2	KPGXRSRHYNQIFN-UHFFFAOYSA-L	O=C([O-])CCC(=O)C(=O)[O-]	-188.9	C00026	cpd00024
cpd02160_c0	N2-Succinyl-L-ornithine_c0	C9H15N2O5	-1	VWXQFHJBQHTHMK-LURJTMIESA-M	NCCCC(N=C([O-])CCC(=O)O)C(=O)O	-191.47	C03415	cpd02160
cpd03526_c0	N-Succinyl-L-glutamate 5-semialdehyde_c0	C9H11NO6	-2	XTOKIEIBKARFSZ-LURJTMIESA-L	O=CCCC(N=C([O-])CCC(=O)[O-])C(=O)O	-217.24	C05932	cpd03526
cpd00007_c0	O2_c0	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007	cpd00007
cpd09310_c0	3,4,6-Trichlorocatechol_c0	C6H3O2Cl3	0	LZHZRJKVYOHNTJ-UHFFFAOYSA-M	[O-]c1c(Cl)cc(Cl)c(Cl)c1O	-54.84	C12831	cpd09310
cpd09312_c0	2,3,5-Trichloro-cis,cis-muconate_c0	C6HO4Cl3	-2	AHDWVTPNJCBFTN-TZFCGSKZSA-L	O=C([O-])C(Cl)=CC(Cl)=C(Cl)C(=O)[O-]	-134.44	C12833	cpd09312
cpd02685_c0	N-acetyl-LL-2,6-diaminopimelate_c0	C9H15N2O5	-1	KYVLWJXMCBZDRL-BQBZGAKWSA-M	CC([O-])=NC(CCCC(N)C(=O)O)C(=O)O	-193.28	C04390	cpd02685
cpd03289_c0	L-2-Acetamido-6-oxopimelate_c0	C9H11NO6	-2	RVHKMLVNOXVQRH-LURJTMIESA-L	CC([O-])=NC(CCCC(=O)C(=O)O)C(=O)[O-]	-218.05	C05539	cpd03289
cpd00038_c0	GTP_c0	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044	cpd00038
cpd00048_c0	Sulfate_c0	O4S	-2	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059	cpd00048
cpd00031_c0	GDP_c0	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035	cpd00031
cpd00193_c0	APS_c0	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224	cpd00193
cpd00206_c0	dCMP_c0	C9H12N3O7P	-2	NCMVOABPESMRCP-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)([O-])O)O2)c([O-])n1	-305.54	C00239	cpd00206
cpd00068_c0	ITP_c0	C10H12N4O14P3	-3	HAEJPQIATWHALX-KQYNXXCUSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-729.58	C00081	cpd00068
cpd00011_c0	CO2_c0	CO2	0	CURLTUGMZLYLDI-UHFFFAOYSA-N	O=C=O	-92.26	C00011	cpd00011
cpd00061_c0	Phosphoenolpyruvate_c0	C3H2O6P	-3	DTBNBXWJWCWCIK-UHFFFAOYSA-K	C=C(OP(=O)([O-])[O-])C(=O)[O-]	-316.08	C00074	cpd00061
cpd00090_c0	IDP_c0	C10H12N4O11P2	-2	JPXZQMKKFWMMGK-KQYNXXCUSA-L	O=P([O-])(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-521.58	C00104	cpd00090
cpd00070_c0	Malonyl-CoA_c0	C24H33N7O19P3S	-5	LTYOQGRJFJAKNA-DVVLENMVSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-]	-863.66	C00083	cpd00070
cpd02375_c0	Adenylosuccinate_c0	C14H14N5O11P	-4	OFBHPPMPBOJXRT-DPXQIYNJSA-J	O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-]	-408.89	C03794	cpd02375
cpd00106_c0	Fumarate_c0	C4H2O4	-2	VZCYOOQTPOCHFL-OWOJBTEDSA-L	O=C([O-])C=CC(=O)[O-]	-143.7	C00122	cpd00106
cpd00026_c0	UDP-glucose_c0	C15H22N2O17P2	-2	HSCJRCZFDFQWRP-JZMIEXBBSA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-762.55	C00029	cpd00026
cpd00144_c0	UDPglucuronate_c0	C15H19N2O18P2	-3	HDYANYHVCAPMJV-LXQIFKJMSA-K	O=C([O-])C1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)C(O)C(O)C1O	-805.77	C00167	cpd00144
cpd02097_c0	L-Glutamyl 5-phosphate_c0	C5H8NO7P	-2	PJRXVIJAERNUIP-VKHMYHEASA-L	NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-379.03	C03287	cpd02097
cpd02168_c0	Prephytoene diphosphate_c0	C40H66O7P2	-2	RVCNKTPCHZNAAO-XGYYIUAYSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C	-246.69	C03427	cpd02168
cpd03211_c0	15-cis-Phytoene_c0	C40H64	0	YVLPJIGOMTXXLP-BHLJUDRVSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05421	cpd03211
cpd00201_c0	10-Formyltetrahydrofolate_c0	C20H21N7O7	-2	AUFGTPPARQZWDO-YUZLPWPTSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-144.77	C00234	cpd00201
cpd03524_c0	10-Formyl-THF-L-glutamate_c0	C25H27N8O10	-3	BHBZPCBOCZGPTF-KBMXLJTQSA-K	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc1)N2	-251.75	C05928	cpd03524
cpd00093_c0	Anthranilate_c0	C7H6NO2	-1	RWZYAGGXGHYGMB-UHFFFAOYSA-M	Nc1ccccc1C(=O)[O-]	-48.99	C00108	cpd00093
cpd02014_c0	N-Malonylanthranilate_c0	C10H7NO5	-2	ZDSSCYCDBASEJQ-UHFFFAOYSA-L	O=C([O-])CC([O-])=Nc1ccccc1C(=O)O	-164.71	C03147	cpd02014
cpd00654_c0	Deoxycytidine_c0	C9H13N3O4	0	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	N=c1ccn(C2CC(O)C(CO)O2)c(O)n1	-93.04	C00881	cpd00654
cpd08112_c0	Cyclohexane_c0	C6H12	0	XDTMQSROBMDMFD-UHFFFAOYSA-N	C1CCCCC1	22.76	C11249	cpd08112
cpd00636_c0	Hexalin_c0	C6H12O	0	HPXRVTGHNJAIIH-UHFFFAOYSA-N	OC1CCCCC1	-20.76	C00854	cpd00636
cpd02021_c0	Succinylbenzoyl-CoA_c0	C32H39N7O20P3S	-5	KVAQAPQXOXTRAE-UHFFFAOYSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CCC(=O)c1ccccc1C(=O)[O-]	-859.92	C03160	cpd02021
